Brand,Date,Product,Category,City,Price,Quantity,DeliveryTime(min),PaymentMode,Rating,TotalAmount,DeliverySpeed,OrderMonth,OrderWeekday,OrderDay,IsWeekend,RatingCategory
Zepto,2024-09-13,Juice,Beverages,Delhi,66,4,18,Cod,2.0,264,Medium,September,Friday,13,False,Low
Blinkit,2024-05-31,Juice,Beverages,Mumbai,47,3,18,Upi,4.0,141,Medium,May,Friday,31,False,High
Blinkit,2024-06-01,Juice,Beverages,Delhi,137,5,15,Cod,3.0,685,Medium,June,Saturday,1,True,Medium
Zepto,2024-06-02,Coke,Beverages,Delhi,110,5,12,Card,5.0,550,Fast,June,Sunday,2,True,High
Blinkit,2024-06-03,Snacks,Snacks,Chennai,123,4,22,Cod,4.0,492,Slow,June,Monday,3,False,High
Blinkit,2024-06-04,Coke,Beverages,Bangalore,205,4,15,Card,2.0,820,Medium,June,Tuesday,4,False,Low
Blinkit,2024-06-05,Biscuits,Bakery,Hyderabad,125,1,19,Card,3.0,125,Medium,June,Wednesday,5,False,Medium
Blinkit,2024-06-06,Butter,Dairy,Hyderabad,235,3,23,Upi,3.0,705,Slow,June,Thursday,6,False,Medium
Blinkit,2024-06-07,Bread,Bakery,Bangalore,84,2,16,Upi,5.0,168,Medium,June,Friday,7,False,High
Blinkit,2024-06-08,Coke,Beverages,Bangalore,248,5,11,Card,2.0,1240,Fast,June,Saturday,8,True,Low
Zepto,2024-06-09,Juice,Beverages,Delhi,156,1,7,Card,3.0,156,Fast,June,Sunday,9,True,Medium
Blinkit,2024-06-10,Eggs,Poultry,Hyderabad,141,4,15,Cod,2.0,564,Medium,June,Monday,10,False,Low
Zepto,2024-06-11,Biscuits,Bakery,Chennai,39,5,20,Upi,5.0,195,Medium,June,Tuesday,11,False,High
Blinkit,2024-06-12,Rice,Grains,Bangalore,69,5,11,Upi,3.0,345,Fast,June,Wednesday,12,False,Medium
Blinkit,2024-06-13,Eggs,Poultry,Mumbai,38,5,21,Cod,4.0,190,Slow,June,Thursday,13,False,High
Blinkit,2024-06-14,Atta,Grains,Mumbai,66,3,20,Upi,3.0,198,Medium,June,Friday,14,False,Medium
Zepto,2024-06-15,Milk,Dairy,Chennai,67,4,19,Card,2.0,268,Medium,June,Saturday,15,True,Low
Blinkit,2024-06-16,Snacks,Snacks,Bangalore,52,1,19,Card,2.0,52,Medium,June,Sunday,16,True,Low
Blinkit,2024-06-17,Snacks,Snacks,Hyderabad,137,4,22,Card,4.0,548,Slow,June,Monday,17,False,High
Zepto,2024-06-18,Atta,Grains,Mumbai,43,1,11,Card,3.0,43,Fast,June,Tuesday,18,False,Medium
Blinkit,2024-06-19,Eggs,Poultry,Hyderabad,79,3,10,Upi,1.0,237,Fast,June,Wednesday,19,False,Low
Blinkit,2024-06-20,Butter,Dairy,Mumbai,166,3,14,Card,4.0,498,Fast,June,Thursday,20,False,High
Zepto,2024-06-21,Biscuits,Bakery,Delhi,234,3,8,Card,5.0,702,Fast,June,Friday,21,False,High
Zepto,2024-06-22,Bread,Bakery,Mumbai,108,5,9,Upi,3.0,540,Fast,June,Saturday,22,True,Medium
Zepto,2024-06-23,Juice,Beverages,Bangalore,227,2,18,Card,3.0,454,Medium,June,Sunday,23,True,Medium
Blinkit,2024-06-24,Snacks,Snacks,Hyderabad,119,4,20,Cod,3.0,476,Medium,June,Monday,24,False,Medium
Blinkit,2024-06-25,Snacks,Snacks,Delhi,58,4,13,Cod,1.0,232,Fast,June,Tuesday,25,False,Low
Zepto,2024-06-26,Milk,Dairy,Bangalore,43,4,13,Upi,1.0,172,Fast,June,Wednesday,26,False,Low
Zepto,2024-06-27,Juice,Beverages,Bangalore,144,2,12,Upi,1.0,288,Fast,June,Thursday,27,False,Low
Zepto,2024-06-28,Atta,Grains,Chennai,193,3,19,Card,5.0,579,Medium,June,Friday,28,False,High
Blinkit,2024-06-29,Milk,Dairy,Chennai,71,4,11,Cod,5.0,284,Fast,June,Saturday,29,True,High
Zepto,2024-06-30,Bread,Bakery,Chennai,192,4,7,Cod,1.0,768,Fast,June,Sunday,30,True,Low
Zepto,2024-07-01,Eggs,Poultry,Bangalore,56,3,7,Card,3.0,168,Fast,July,Monday,1,False,Medium
Zepto,2024-07-02,Paneer,Dairy,Hyderabad,243,5,17,Cod,4.0,1215,Medium,July,Tuesday,2,False,High
Zepto,2024-07-03,Paneer,Dairy,Bangalore,232,3,7,Cod,2.0,696,Fast,July,Wednesday,3,False,Low
Blinkit,2024-07-04,Rice,Grains,Bangalore,61,3,18,Cod,1.0,183,Medium,July,Thursday,4,False,Low
Blinkit,2024-07-05,Rice,Grains,Mumbai,205,4,22,Card,1.0,820,Slow,July,Friday,5,False,Low
Blinkit,2024-07-06,Milk,Dairy,Bangalore,159,1,13,Card,5.0,159,Fast,July,Saturday,6,True,High
Blinkit,2024-07-07,Butter,Dairy,Bangalore,46,5,22,Upi,4.0,230,Slow,July,Sunday,7,True,High
Zepto,2024-04-01,Paneer,Dairy,Hyderabad,249,5,9,Card,4.0,1245,Fast,April,Monday,1,False,High
Zepto,2024-04-02,Paneer,Dairy,Delhi,153,2,11,Upi,3.0,306,Fast,April,Tuesday,2,False,Medium
Zepto,2024-04-03,Paneer,Dairy,Chennai,194,2,18,Upi,3.0,388,Medium,April,Wednesday,3,False,Medium
Blinkit,2024-04-04,Rice,Grains,Bangalore,120,4,16,Upi,5.0,480,Medium,April,Thursday,4,False,High
Zepto,2024-04-05,Milk,Dairy,Delhi,149,5,18,Upi,3.0,745,Medium,April,Friday,5,False,Medium
Zepto,2024-04-06,Rice,Grains,Chennai,55,5,11,Upi,4.0,275,Fast,April,Saturday,6,True,High
Blinkit,2024-04-07,Snacks,Snacks,Mumbai,117,3,18,Card,5.0,351,Medium,April,Sunday,7,True,High
Blinkit,2024-04-08,Eggs,Poultry,Hyderabad,165,3,22,Card,1.0,495,Slow,April,Monday,8,False,Low
Blinkit,2024-04-09,Paneer,Dairy,Hyderabad,69,4,13,Upi,2.0,276,Fast,April,Tuesday,9,False,Low
Blinkit,2024-04-10,Atta,Grains,Hyderabad,140,3,15,Card,5.0,420,Medium,April,Wednesday,10,False,High
Blinkit,2024-04-11,Snacks,Snacks,Delhi,248,5,21,Cod,1.0,1240,Slow,April,Thursday,11,False,Low
Zepto,2024-04-12,Coke,Beverages,Hyderabad,74,2,16,Upi,5.0,148,Medium,April,Friday,12,False,High
Blinkit,2024-04-13,Eggs,Poultry,Bangalore,156,3,13,Card,3.0,468,Fast,April,Saturday,13,True,Medium
Zepto,2024-04-14,Butter,Dairy,Hyderabad,38,5,7,Card,3.0,190,Fast,April,Sunday,14,True,Medium
Zepto,2024-04-15,Atta,Grains,Hyderabad,219,2,19,Cod,4.0,438,Medium,April,Monday,15,False,High
Blinkit,2024-04-16,Butter,Dairy,Delhi,147,3,12,Upi,2.0,441,Fast,April,Tuesday,16,False,Low
Blinkit,2024-04-17,Eggs,Poultry,Chennai,182,5,25,Cod,5.0,910,Slow,April,Wednesday,17,False,High
Blinkit,2024-04-18,Coke,Beverages,Delhi,167,3,14,Cod,2.0,501,Fast,April,Thursday,18,False,Low
Zepto,2024-04-19,Snacks,Snacks,Chennai,150,4,17,Upi,3.0,600,Medium,April,Friday,19,False,Medium
Blinkit,2024-04-20,Bread,Bakery,Delhi,61,3,15,Card,5.0,183,Medium,April,Saturday,20,True,High
Zepto,2024-04-21,Atta,Grains,Mumbai,132,4,12,Cod,4.0,528,Fast,April,Sunday,21,True,High
Blinkit,2024-04-22,Paneer,Dairy,Hyderabad,161,3,16,Card,1.0,483,Medium,April,Monday,22,False,Low
Zepto,2024-04-23,Rice,Grains,Chennai,112,1,13,Card,1.0,112,Fast,April,Tuesday,23,False,Low
Zepto,2024-04-24,Bread,Bakery,Delhi,56,5,8,Cod,4.0,280,Fast,April,Wednesday,24,False,High
Blinkit,2024-04-25,Biscuits,Bakery,Chennai,209,2,13,Cod,3.0,418,Fast,April,Thursday,25,False,Medium
Zepto,2024-04-26,Atta,Grains,Mumbai,235,3,14,Card,1.0,705,Fast,April,Friday,26,False,Low
Zepto,2024-04-27,Bread,Bakery,Hyderabad,108,5,13,Card,1.0,540,Fast,April,Saturday,27,True,Low
Blinkit,2024-04-28,Bread,Bakery,Mumbai,98,3,19,Cod,1.0,294,Medium,April,Sunday,28,True,Low
Zepto,2024-04-29,Rice,Grains,Mumbai,53,3,11,Upi,1.0,159,Fast,April,Monday,29,False,Low
Zepto,2024-04-30,Paneer,Dairy,Bangalore,190,4,19,Cod,2.0,760,Medium,April,Tuesday,30,False,Low
Zepto,2024-05-01,Eggs,Poultry,Bangalore,177,1,7,Cod,2.0,177,Fast,May,Wednesday,1,False,Low
Blinkit,2024-05-02,Biscuits,Bakery,Mumbai,175,5,18,Upi,3.0,875,Medium,May,Thursday,2,False,Medium
Blinkit,2024-05-03,Bread,Bakery,Delhi,226,5,20,Cod,2.0,1130,Medium,May,Friday,3,False,Low
Zepto,2024-05-04,Biscuits,Bakery,Mumbai,67,1,12,Cod,4.0,67,Fast,May,Saturday,4,True,High
Zepto,2024-05-05,Milk,Dairy,Chennai,32,2,8,Card,3.0,64,Fast,May,Sunday,5,True,Medium
Blinkit,2024-05-06,Butter,Dairy,Hyderabad,33,3,20,Card,4.0,99,Medium,May,Monday,6,False,High
Zepto,2024-05-07,Bread,Bakery,Mumbai,37,2,7,Upi,3.0,74,Fast,May,Tuesday,7,False,Medium
Zepto,2024-05-08,Bread,Bakery,Chennai,53,4,8,Cod,4.0,212,Fast,May,Wednesday,8,False,High
Blinkit,2024-05-09,Juice,Beverages,Bangalore,201,5,23,Upi,3.0,1005,Slow,May,Thursday,9,False,Medium
Zepto,2024-05-10,Atta,Grains,Hyderabad,61,3,8,Card,5.0,183,Fast,May,Friday,10,False,High
Zepto,2024-05-11,Paneer,Dairy,Mumbai,125,3,12,Cod,3.0,375,Fast,May,Saturday,11,True,Medium
Zepto,2024-05-12,Atta,Grains,Mumbai,249,4,16,Cod,3.0,996,Medium,May,Sunday,12,True,Medium
Zepto,2024-05-13,Bread,Bakery,Hyderabad,189,2,8,Cod,3.0,378,Fast,May,Monday,13,False,Medium
Blinkit,2024-05-14,Butter,Dairy,Chennai,205,4,15,Cod,1.0,820,Medium,May,Tuesday,14,False,Low
Blinkit,2024-05-15,Bread,Bakery,Hyderabad,81,1,21,Card,3.0,81,Slow,May,Wednesday,15,False,Medium
Zepto,2024-05-16,Butter,Dairy,Bangalore,241,2,10,Cod,5.0,482,Fast,May,Thursday,16,False,High
Blinkit,2024-05-17,Milk,Dairy,Chennai,35,2,13,Cod,3.0,70,Fast,May,Friday,17,False,Medium
Zepto,2024-05-18,Butter,Dairy,Hyderabad,225,3,14,Cod,3.0,675,Fast,May,Saturday,18,True,Medium
Blinkit,2024-05-19,Milk,Dairy,Hyderabad,184,3,18,Cod,3.0,552,Medium,May,Sunday,19,True,Medium
Blinkit,2024-05-20,Milk,Dairy,Delhi,138,1,13,Upi,1.0,138,Fast,May,Monday,20,False,Low
Zepto,2024-05-21,Rice,Grains,Chennai,77,4,11,Upi,4.0,308,Fast,May,Tuesday,21,False,High
Blinkit,2024-05-22,Juice,Beverages,Chennai,178,4,18,Upi,2.0,712,Medium,May,Wednesday,22,False,Low
Zepto,2024-05-23,Bread,Bakery,Hyderabad,108,3,10,Card,3.0,324,Fast,May,Thursday,23,False,Medium
Blinkit,2024-05-24,Milk,Dairy,Chennai,79,2,18,Card,4.0,158,Medium,May,Friday,24,False,High
Blinkit,2024-05-25,Rice,Grains,Mumbai,122,1,25,Upi,2.0,122,Slow,May,Saturday,25,True,Low
Blinkit,2024-05-26,Atta,Grains,Chennai,201,3,15,Card,1.0,603,Medium,May,Sunday,26,True,Low
Zepto,2024-05-27,Rice,Grains,Chennai,48,5,16,Upi,5.0,240,Medium,May,Monday,27,False,High
Zepto,2024-05-28,Coke,Beverages,Hyderabad,65,3,18,Card,3.0,195,Medium,May,Tuesday,28,False,Medium
Blinkit,2024-05-29,Rice,Grains,Delhi,108,3,23,Upi,4.0,324,Slow,May,Wednesday,29,False,High
Blinkit,2024-05-30,Snacks,Snacks,Delhi,229,3,22,Card,3.0,687,Slow,May,Thursday,30,False,Medium
Zepto,2024-05-31,Biscuits,Bakery,Hyderabad,156,3,12,Card,4.0,468,Fast,May,Friday,31,False,High
Zepto,2024-06-01,Rice,Grains,Hyderabad,195,3,12,Upi,3.0,585,Fast,June,Saturday,1,True,Medium
Blinkit,2024-06-02,Milk,Dairy,Delhi,89,4,19,Card,3.0,356,Medium,June,Sunday,2,True,Medium
Blinkit,2024-06-03,Coke,Beverages,Bangalore,208,3,21,Card,3.0,624,Slow,June,Monday,3,False,Medium
Blinkit,2024-06-04,Coke,Beverages,Hyderabad,204,3,10,Upi,5.0,612,Fast,June,Tuesday,4,False,High
Zepto,2024-06-05,Eggs,Poultry,Hyderabad,248,4,19,Upi,3.0,992,Medium,June,Wednesday,5,False,Medium
Zepto,2024-06-06,Rice,Grains,Bangalore,222,4,15,Card,3.0,888,Medium,June,Thursday,6,False,Medium
Blinkit,2024-06-07,Biscuits,Bakery,Bangalore,76,1,14,Upi,1.0,76,Fast,June,Friday,7,False,Low
Blinkit,2024-06-08,Juice,Beverages,Delhi,160,5,14,Card,3.0,800,Fast,June,Saturday,8,True,Medium
Zepto,2024-06-09,Bread,Bakery,Hyderabad,223,2,20,Cod,3.0,446,Medium,June,Sunday,9,True,Medium
Zepto,2024-06-10,Paneer,Dairy,Delhi,111,1,8,Card,2.0,111,Fast,June,Monday,10,False,Low
Zepto,2024-06-11,Paneer,Dairy,Delhi,111,3,12,Cod,5.0,333,Fast,June,Tuesday,11,False,High
Zepto,2024-06-12,Eggs,Poultry,Delhi,142,1,13,Card,1.0,142,Fast,June,Wednesday,12,False,Low
Blinkit,2024-06-13,Bread,Bakery,Bangalore,54,4,21,Cod,1.0,216,Slow,June,Thursday,13,False,Low
Blinkit,2024-06-14,Paneer,Dairy,Chennai,182,3,17,Card,1.0,546,Medium,June,Friday,14,False,Low
Zepto,2024-06-15,Milk,Dairy,Bangalore,74,1,16,Card,4.0,74,Medium,June,Saturday,15,True,High
Blinkit,2024-06-16,Biscuits,Bakery,Mumbai,47,1,24,Upi,5.0,47,Slow,June,Sunday,16,True,High
Blinkit,2024-06-17,Milk,Dairy,Delhi,115,1,19,Card,2.0,115,Medium,June,Monday,17,False,Low
Zepto,2024-06-18,Snacks,Snacks,Delhi,43,2,14,Upi,2.0,86,Fast,June,Tuesday,18,False,Low
Zepto,2024-06-19,Bread,Bakery,Chennai,196,3,8,Upi,3.0,588,Fast,June,Wednesday,19,False,Medium
Blinkit,2024-06-20,Biscuits,Bakery,Chennai,213,2,20,Card,3.0,426,Medium,June,Thursday,20,False,Medium
Blinkit,2024-06-21,Paneer,Dairy,Bangalore,176,1,16,Upi,4.0,176,Medium,June,Friday,21,False,High
Blinkit,2024-06-22,Rice,Grains,Bangalore,54,1,19,Upi,3.0,54,Medium,June,Saturday,22,True,Medium
Blinkit,2024-06-23,Eggs,Poultry,Hyderabad,155,1,20,Upi,1.0,155,Medium,June,Sunday,23,True,Low
Zepto,2024-06-24,Biscuits,Bakery,Bangalore,30,3,9,Card,4.0,90,Fast,June,Monday,24,False,High
Blinkit,2024-06-25,Paneer,Dairy,Delhi,39,5,15,Card,1.0,195,Medium,June,Tuesday,25,False,Low
Blinkit,2024-06-26,Biscuits,Bakery,Hyderabad,88,4,15,Cod,3.0,352,Medium,June,Wednesday,26,False,Medium
Zepto,2024-06-27,Butter,Dairy,Bangalore,65,3,11,Card,3.0,195,Fast,June,Thursday,27,False,Medium
Blinkit,2024-06-28,Juice,Beverages,Mumbai,131,4,19,Cod,3.0,524,Medium,June,Friday,28,False,Medium
Blinkit,2024-06-29,Eggs,Poultry,Bangalore,85,3,24,Card,3.0,255,Slow,June,Saturday,29,True,Medium
Blinkit,2024-06-30,Juice,Beverages,Hyderabad,149,1,11,Card,5.0,149,Fast,June,Sunday,30,True,High
Zepto,2024-07-01,Eggs,Poultry,Hyderabad,112,2,9,Cod,5.0,224,Fast,July,Monday,1,False,High
Zepto,2024-07-02,Atta,Grains,Delhi,118,5,19,Cod,2.0,590,Medium,July,Tuesday,2,False,Low
Zepto,2024-07-03,Atta,Grains,Mumbai,217,3,8,Cod,4.0,651,Fast,July,Wednesday,3,False,High
Blinkit,2024-07-04,Snacks,Snacks,Chennai,215,5,20,Cod,3.0,1075,Medium,July,Thursday,4,False,Medium
Zepto,2024-07-05,Milk,Dairy,Delhi,143,1,16,Cod,3.0,143,Medium,July,Friday,5,False,Medium
Zepto,2024-07-06,Snacks,Snacks,Delhi,71,4,14,Upi,4.0,284,Fast,July,Saturday,6,True,High
Zepto,2024-07-07,Bread,Bakery,Delhi,145,3,13,Card,4.0,435,Fast,July,Sunday,7,True,High
Zepto,2024-07-08,Juice,Beverages,Bangalore,30,3,11,Card,5.0,90,Fast,July,Monday,8,False,High
Blinkit,2024-07-09,Biscuits,Bakery,Chennai,167,1,10,Upi,1.0,167,Fast,July,Tuesday,9,False,Low
Zepto,2024-07-10,Paneer,Dairy,Bangalore,46,5,9,Card,3.0,230,Fast,July,Wednesday,10,False,Medium
Zepto,2024-07-11,Rice,Grains,Hyderabad,250,2,16,Card,3.0,500,Medium,July,Thursday,11,False,Medium
Zepto,2024-07-12,Butter,Dairy,Delhi,92,2,10,Upi,3.0,184,Fast,July,Friday,12,False,Medium
Zepto,2024-07-13,Paneer,Dairy,Hyderabad,157,1,13,Cod,1.0,157,Fast,July,Saturday,13,True,Low
Zepto,2024-07-14,Milk,Dairy,Mumbai,98,3,13,Upi,2.0,294,Fast,July,Sunday,14,True,Low
Blinkit,2024-07-15,Snacks,Snacks,Delhi,114,4,14,Upi,4.0,456,Fast,July,Monday,15,False,High
Blinkit,2024-07-16,Atta,Grains,Mumbai,125,3,11,Upi,3.0,375,Fast,July,Tuesday,16,False,Medium
Zepto,2024-07-17,Biscuits,Bakery,Bangalore,213,3,10,Upi,5.0,639,Fast,July,Wednesday,17,False,High
Zepto,2024-07-18,Eggs,Poultry,Chennai,126,5,14,Cod,1.0,630,Fast,July,Thursday,18,False,Low
Zepto,2024-07-19,Eggs,Poultry,Hyderabad,227,3,10,Cod,3.0,681,Fast,July,Friday,19,False,Medium
Blinkit,2024-07-20,Eggs,Poultry,Chennai,229,3,21,Upi,4.0,687,Slow,July,Saturday,20,True,High
Zepto,2024-07-21,Paneer,Dairy,Chennai,205,5,15,Upi,1.0,1025,Medium,July,Sunday,21,True,Low
Blinkit,2024-07-22,Bread,Bakery,Hyderabad,193,4,18,Cod,2.0,772,Medium,July,Monday,22,False,Low
Blinkit,2024-07-23,Juice,Beverages,Bangalore,63,2,23,Card,4.0,126,Slow,July,Tuesday,23,False,High
Zepto,2024-07-24,Juice,Beverages,Bangalore,200,4,14,Card,4.0,800,Fast,July,Wednesday,24,False,High
Zepto,2024-07-25,Atta,Grains,Bangalore,241,2,11,Upi,4.0,482,Fast,July,Thursday,25,False,High
Blinkit,2024-07-26,Coke,Beverages,Delhi,50,5,13,Upi,3.0,250,Fast,July,Friday,26,False,Medium
Blinkit,2024-04-01,Paneer,Dairy,Delhi,146,4,17,Cod,5.0,584,Medium,April,Monday,1,False,High
Zepto,2024-04-02,Milk,Dairy,Bangalore,130,3,11,Card,3.0,390,Fast,April,Tuesday,2,False,Medium
Blinkit,2024-04-03,Paneer,Dairy,Bangalore,137,1,14,Upi,1.0,137,Fast,April,Wednesday,3,False,Low
Blinkit,2024-04-04,Eggs,Poultry,Bangalore,139,5,14,Cod,1.0,695,Fast,April,Thursday,4,False,Low
Blinkit,2024-04-05,Eggs,Poultry,Mumbai,239,2,14,Card,4.0,478,Fast,April,Friday,5,False,High
Zepto,2024-04-06,Paneer,Dairy,Hyderabad,150,2,11,Cod,4.0,300,Fast,April,Saturday,6,True,High
Zepto,2024-04-07,Butter,Dairy,Hyderabad,141,2,7,Card,2.0,282,Fast,April,Sunday,7,True,Low
Zepto,2024-04-08,Biscuits,Bakery,Mumbai,176,4,10,Cod,3.0,704,Fast,April,Monday,8,False,Medium
Zepto,2024-04-09,Milk,Dairy,Hyderabad,168,1,13,Cod,2.0,168,Fast,April,Tuesday,9,False,Low
Blinkit,2024-04-10,Atta,Grains,Bangalore,86,4,14,Cod,1.0,344,Fast,April,Wednesday,10,False,Low
Zepto,2024-04-11,Eggs,Poultry,Bangalore,123,3,20,Cod,3.0,369,Medium,April,Thursday,11,False,Medium
Zepto,2024-04-12,Milk,Dairy,Chennai,143,3,16,Card,5.0,429,Medium,April,Friday,12,False,High
Zepto,2024-04-13,Milk,Dairy,Hyderabad,155,1,16,Cod,1.0,155,Medium,April,Saturday,13,True,Low
Zepto,2024-04-14,Juice,Beverages,Bangalore,117,3,16,Card,3.0,351,Medium,April,Sunday,14,True,Medium
Zepto,2024-04-15,Milk,Dairy,Hyderabad,163,3,7,Card,5.0,489,Fast,April,Monday,15,False,High
Zepto,2024-04-16,Butter,Dairy,Chennai,236,4,19,Upi,2.0,944,Medium,April,Tuesday,16,False,Low
Blinkit,2024-04-17,Coke,Beverages,Bangalore,54,4,14,Upi,1.0,216,Fast,April,Wednesday,17,False,Low
Zepto,2024-04-18,Juice,Beverages,Hyderabad,148,5,18,Upi,3.0,740,Medium,April,Thursday,18,False,Medium
Zepto,2024-04-19,Rice,Grains,Bangalore,192,2,7,Card,2.0,384,Fast,April,Friday,19,False,Low
Zepto,2024-04-20,Milk,Dairy,Bangalore,166,1,15,Upi,2.0,166,Medium,April,Saturday,20,True,Low
Blinkit,2024-04-21,Biscuits,Bakery,Chennai,144,2,23,Card,3.0,288,Slow,April,Sunday,21,True,Medium
Blinkit,2024-04-22,Paneer,Dairy,Delhi,101,2,25,Cod,3.0,202,Slow,April,Monday,22,False,Medium
Blinkit,2024-04-23,Eggs,Poultry,Chennai,66,1,23,Cod,2.0,66,Slow,April,Tuesday,23,False,Low
Blinkit,2024-04-24,Paneer,Dairy,Delhi,131,2,16,Upi,3.0,262,Medium,April,Wednesday,24,False,Medium
Blinkit,2024-04-25,Milk,Dairy,Bangalore,38,4,10,Cod,3.0,152,Fast,April,Thursday,25,False,Medium
Blinkit,2024-04-26,Eggs,Poultry,Chennai,171,2,11,Upi,2.0,342,Fast,April,Friday,26,False,Low
Blinkit,2024-04-27,Rice,Grains,Hyderabad,247,3,10,Upi,4.0,741,Fast,April,Saturday,27,True,High
Zepto,2024-04-28,Snacks,Snacks,Mumbai,157,2,12,Cod,4.0,314,Fast,April,Sunday,28,True,High
Zepto,2024-04-29,Paneer,Dairy,Bangalore,141,2,17,Card,1.0,282,Medium,April,Monday,29,False,Low
Zepto,2024-04-30,Butter,Dairy,Bangalore,203,4,18,Card,2.0,812,Medium,April,Tuesday,30,False,Low
Zepto,2024-05-01,Milk,Dairy,Bangalore,55,3,10,Upi,2.0,165,Fast,May,Wednesday,1,False,Low
Zepto,2024-05-02,Butter,Dairy,Delhi,78,2,19,Card,5.0,156,Medium,May,Thursday,2,False,High
Zepto,2024-05-03,Paneer,Dairy,Delhi,81,2,9,Upi,3.0,162,Fast,May,Friday,3,False,Medium
Zepto,2024-05-04,Juice,Beverages,Mumbai,46,3,7,Card,3.0,138,Fast,May,Saturday,4,True,Medium
Blinkit,2024-05-05,Eggs,Poultry,Delhi,172,2,25,Cod,3.0,344,Slow,May,Sunday,5,True,Medium
Blinkit,2024-05-06,Snacks,Snacks,Mumbai,131,5,13,Upi,3.0,655,Fast,May,Monday,6,False,Medium
Blinkit,2024-05-07,Rice,Grains,Hyderabad,71,3,13,Card,3.0,213,Fast,May,Tuesday,7,False,Medium
Zepto,2024-05-08,Rice,Grains,Delhi,159,2,19,Card,4.0,318,Medium,May,Wednesday,8,False,High
Zepto,2024-05-09,Bread,Bakery,Chennai,223,3,20,Upi,4.0,669,Medium,May,Thursday,9,False,High
Blinkit,2024-05-10,Rice,Grains,Bangalore,179,3,17,Cod,1.0,537,Medium,May,Friday,10,False,Low
Blinkit,2024-05-11,Atta,Grains,Bangalore,68,2,11,Upi,5.0,136,Fast,May,Saturday,11,True,High
Blinkit,2024-05-12,Juice,Beverages,Hyderabad,249,5,11,Upi,1.0,1245,Fast,May,Sunday,12,True,Low
Blinkit,2024-05-13,Juice,Beverages,Chennai,122,3,20,Upi,3.0,366,Medium,May,Monday,13,False,Medium
Blinkit,2024-05-14,Coke,Beverages,Delhi,225,5,19,Card,2.0,1125,Medium,May,Tuesday,14,False,Low
Blinkit,2024-05-15,Biscuits,Bakery,Hyderabad,161,5,16,Upi,1.0,805,Medium,May,Wednesday,15,False,Low
Zepto,2024-05-16,Milk,Dairy,Bangalore,52,3,9,Card,3.0,156,Fast,May,Thursday,16,False,Medium
Blinkit,2024-05-17,Paneer,Dairy,Mumbai,214,4,13,Card,2.0,856,Fast,May,Friday,17,False,Low
Zepto,2024-05-18,Bread,Bakery,Delhi,247,1,20,Card,4.0,247,Medium,May,Saturday,18,True,High
Blinkit,2024-05-19,Atta,Grains,Hyderabad,84,2,22,Card,5.0,168,Slow,May,Sunday,19,True,High
Blinkit,2024-05-20,Atta,Grains,Delhi,201,1,22,Card,1.0,201,Slow,May,Monday,20,False,Low
Zepto,2024-05-21,Butter,Dairy,Bangalore,50,4,18,Upi,1.0,200,Medium,May,Tuesday,21,False,Low
Blinkit,2024-05-22,Coke,Beverages,Chennai,146,4,21,Upi,2.0,584,Slow,May,Wednesday,22,False,Low
Zepto,2024-05-23,Eggs,Poultry,Chennai,75,3,7,Upi,1.0,225,Fast,May,Thursday,23,False,Low
Blinkit,2024-05-24,Paneer,Dairy,Bangalore,211,3,16,Upi,5.0,633,Medium,May,Friday,24,False,High
Blinkit,2024-05-25,Coke,Beverages,Mumbai,188,2,20,Upi,4.0,376,Medium,May,Saturday,25,True,High
Zepto,2024-05-26,Atta,Grains,Bangalore,183,5,11,Card,4.0,915,Fast,May,Sunday,26,True,High
Zepto,2024-05-27,Biscuits,Bakery,Bangalore,148,1,15,Card,3.0,148,Medium,May,Monday,27,False,Medium
Zepto,2024-05-28,Milk,Dairy,Mumbai,46,3,12,Cod,1.0,138,Fast,May,Tuesday,28,False,Low
Blinkit,2024-05-29,Snacks,Snacks,Mumbai,189,4,11,Card,2.0,756,Fast,May,Wednesday,29,False,Low
Zepto,2024-05-30,Biscuits,Bakery,Hyderabad,224,4,18,Upi,4.0,896,Medium,May,Thursday,30,False,High
Zepto,2024-05-31,Butter,Dairy,Hyderabad,45,2,20,Cod,3.0,90,Medium,May,Friday,31,False,Medium
Zepto,2024-06-01,Eggs,Poultry,Mumbai,246,1,14,Card,2.0,246,Fast,June,Saturday,1,True,Low
Zepto,2024-06-02,Snacks,Snacks,Chennai,55,1,10,Card,2.0,55,Fast,June,Sunday,2,True,Low
Zepto,2024-06-03,Bread,Bakery,Bangalore,63,5,10,Cod,4.0,315,Fast,June,Monday,3,False,High
Blinkit,2024-06-04,Biscuits,Bakery,Mumbai,163,4,14,Card,3.0,652,Fast,June,Tuesday,4,False,Medium
Zepto,2024-06-05,Milk,Dairy,Mumbai,222,1,8,Card,3.0,222,Fast,June,Wednesday,5,False,Medium
Zepto,2024-06-06,Snacks,Snacks,Delhi,197,4,17,Card,4.0,788,Medium,June,Thursday,6,False,High
Blinkit,2024-06-07,Bread,Bakery,Bangalore,147,5,14,Upi,2.0,735,Fast,June,Friday,7,False,Low
Blinkit,2024-06-08,Snacks,Snacks,Delhi,52,2,19,Cod,1.0,104,Medium,June,Saturday,8,True,Low
Blinkit,2024-06-09,Milk,Dairy,Delhi,135,5,15,Cod,3.0,675,Medium,June,Sunday,9,True,Medium
